user_id,categories
1013,672 0 1785 1786 1787     
1020,440 2183 873 2081 894    
1026,480 1784 1785 1786 1787  
1027,1077 0 1784 1785 1786    
1039,1107 0 1784 1785 1786    
1041,198 1784 1785 1786 1787  
1044,459 1785 1786 1787 1788  
1049,1245 1409 1909 1899 0    
1056,1193 1783 1784 1785 1786 
1057,160 672 1899 486 144     
1067,911 1268 1783 1784 1785  
1070,962 1784 1785 1786 1787  
1079,672 663 1378 1785 1786   
1089,200 237 0 1784 1785      
1093,221 2558 0 1785 1786     
1105,904 2456 0 1784 1785     
1106,672 900 901 1766 1785    
1108,145 905 1784 1785 1786   
1113,138 0 1784 1785 1786     
1117,1190 0 1784 1785 1786    
1118,1758 1244 1662 1450 2187 
1119,56 429 960 66 762        
1124,882 0 1785 1786 1787     
1125,134 0 1784 1785 1786     
1128,1450 1666 1892 672 895   
1149,237 0 1784 1785 1786     
1152,120 672 1785 1786 1787   
1156,126 750 1785 1786 1787   
1158,1411 237 0 1784 1785     
1163,1136 0 1784 1785 1786    
1165,424 0 1784 1785 1786     
1168,237 0 1784 1785 1786     
1172,672 0 1785 1786 1787     
1176,672 421 422 2185 444     
1190,2273 1086 1782 1783 1784 
1193,1171 1784 1785 1786 1787 
1202,672 901 4 6 1799         
1204,826 134 444 206 110      
1230,882 0 1785 1786 1787     
1245,1370 438 452 0 1786      
1247,674 1028 663 672 2016    
1264,826 0 1785 1786 1787     
1289,755 1784 1785 1786 1787  
1290,1953 1046 110 0 1785     
1306,103 188 110 1093 186     
1310,675 673 678 663 1028     
1314,672 424 147 160 1064     
1319,44 1027 2294 993 832     
1320,1378 0 1784 1785 1786    
1325,553 66 0 1785 1786       
1334,113 0 1784 1785 1786     
1356,1107 0 1784 1785 1786    
1363,103 120 937 1093 1604    
1374,757 0 1785 1786 1787     
1376,672 0 1785 1786 1787     
1384,493 0 1785 1786 1787     
1389,439 163 424 901 900      
1391,163 672 1882 135 424     
1392,751 756 748 749 971      
1405,750 0 1785 1786 1787     
1422,1892 0 1784 1785 1786    
1427,130 0 1784 1785 1786     
1437,66 0 1784 1785 1786      
1448,135 1284 197 200 0       
1454,2148 1784 1785 1786 1787 
1456,672 1107 1784 1785 1786  
1458,433 426 2273 1000 0      
1476,1120 674 127 1246 1798   
1479,1409 0 1784 1785 1786    
1492,672 0 1785 1786 1787     
1493,134 995 760 759 863      
1497,422 0 1784 1785 1786     
1503,1063 105 98 1409 1784    
1512,2107 0 1784 1785 1786    
1536,2076 2191 2003 56 1797   
1542,912 0 1784 1785 1786     
1547,672 0 1785 1786 1787     
1552,424 1593 1580 421 73     
1556,1641 1521 504 1016 1274  
1563,910 1784 1785 1786 1787  
1565,1007 687 492 1785 1786   
1568,672 0 1785 1786 1787     
1570,687 0 1785 1786 1787     
1571,1049 20 669 1766 1786    
1572,108 0 1784 1785 1786     
1583,803 672 1784 1785 1786   
1584,1193 1517 1824 1783 1784 
1588,35 66 0 1784 1785        
1589,253 0 1784 1785 1786     
1600,1232 1885 1450 930 1785  
1604,389 0 1784 1785 1786     
1608,421 440 2049 2451 1766   
1612,789 0 1785 1786 1787     
1627,1411 771 0 1784 1785     
1629,1189 7 0 1784 1785       
1630,134 2028 771 2208 82     
1633,672 0 1785 1786 1787     
1638,440 873 447 421 119      
1643,138 424 672 977 1786     
1689,981 954 787 1786 1787    
1696,1489 455 893 1785 1786   
1701,189 2362 440 110 1783    
1708,2625 0 1783 1784 1785    
1709,162 1909 672 103 1785    
1712,1378 40 1785 1786 1787   
1714,672 2021 663 901 1797    
1719,672 66 1409 882 25       
1720,797 2225 909 1785 1786   
1721,1994 1136 0 1784 1785    
1726,672 0 1785 1786 1787     
1735,804 0 1785 1786 1787     
1738,444 163 112 2170 108     
1742,206 774 813 1407 747     
1743,253 0 1784 1785 1786     
1750,672 1248 1886 1779 1768  
1751,503 705 1786 1787 1788   
1757,2555 157 1274 1799 1785  
1765,1295 0 1784 1785 1786    
1767,937 0 1784 1785 1786     
1768,1086 790 993 1295 799    
1770,672 882 233 1940 2379    
1774,1105 0 1784 1785 1786    
1784,1401 440 462 793 784     
1788,1067 1006 1637 2385 680  
1791,1177 0 1784 1785 1786    
1805,111 0 1784 1785 1786     
1808,893 784 0 1785 1786      
1813,2558 1783 1784 1785 1786 
1814,480 1784 1785 1786 1787  
1818,698 2399 1784 1785 1786  
1829,459 470 461 424 1273     
1841,573 687 63 1487 33       
1843,1028 435 1784 1785 1786  
1848,674 793 875 672 815      
1850,1347 0 1784 1785 1786    
1857,750 0 1785 1786 1787     
1865,98 0 1784 1785 1786      
1866,948 1138 424 0 1786      
1895,127 1875 0 1786 1787     
1896,124 66 882 977 1354      
1906,126 911 123 163 135      
1913,197 196 1000 0 1785      
1918,504 503 1826 1837 672    
1921,2108 0 1784 1785 1786    
1927,19 22 983 1245 21        
1933,1892 2010 1783 1784 1785 
1946,672 901 1764 1784 1785   
1947,1821 0 1783 1784 1785    
1963,1826 672 0 1785 1786     
1964,1406 206 164 1301 130    
1965,553 1634 918 922 1662    
1969,424 0 1784 1785 1786     
1971,1668 0 1784 1785 1786    
1991,678 110 747 134 793      
1996,65 927 465 1736 0        
2002,2274 87 75 1183 0        
2011,422 444 2104 108 832     
2017,110 0 1784 1785 1786     
2020,672 0 1785 1786 1787     
2021,129 122 0 1785 1786      
2026,784 793 672 663 1786     
2037,1161 817 2081 1103 2148  
2045,1028 452 1412 0 1784     
2050,2398 0 1783 1784 1785    
2059,103 119 0 1784 1785      
2060,1942 2358 891 2638 1783  
2068,424 452 421 2146 784     
2085,672 1240 1784 1785 1786  
2086,1251 0 1784 1785 1786    
2087,2212 0 1784 1785 1786    
2089,135 672 2252 1797 1785   
2091,2166 94 1005 1784 1785   
2095,430 444 672 426 1786     
2096,66 740 820 0 1785        
2123,672 0 1785 1786 1787     
2132,237 1590 0 1784 1785     
2143,2431 789 2356 1724 4     
2144,1040 232 1409 0 1785     
2147,672 0 1785 1786 1787     
2149,1634 1784 1785 1786 1787 
2154,1024 0 1783 1784 1785    
2168,922 1783 1784 1785 1786  
2172,1765 672 0 1785 1786     
2174,2104 51 424 435 1785     
2177,66 0 1784 1785 1786      
2180,1558 0 1784 1785 1786    
2182,950 0 1784 1785 1786     
2186,1451 0 1784 1785 1786    
2190,672 663 1785 1786 1787   
2191,866 0 1785 1786 1787     
2202,1409 473 0 1785 1786     
2208,672 0 1785 1786 1787     
2214,799 0 1785 1786 1787     
2218,1761 130 56 893 66       
2219,2270 0 1783 1784 1785    
2221,663 672 674 1786 1787    
2230,696 157 0 1785 1786      
2234,1258 1783 1784 1785 1786 
2245,672 0 1785 1786 1787     
2256,676 465 0 1785 1786      
2258,993 1468 1019 911 125    
2264,1267 1784 1785 1786 1787 
2272,1063 672 1245 66 663     
2277,672 427 163 486 110      
2278,424 0 1784 1785 1786     
2279,424 0 1784 1785 1786     
2281,103 96 0 1784 1785       
2286,749 750 110 177 911      
2287,2035 0 1784 1785 1786    
2296,873 0 1785 1786 1787     
2299,672 1596 2003 1607 1709  
2303,1454 0 1784 1785 1786    
2305,465 0 1785 1786 1787     
2313,553 108 0 1786 1787      
2315,981 665 1378 901 0       
2326,1824 0 1783 1784 1785    
2327,2002 1167 1006 1905 505  
2330,1884 1784 1785 1786 1787 
2337,789 0 1785 1786 1787     
2349,675 1438 2163 139 672    
2353,672 103 674 663 450      
2357,2105 0 1784 1785 1786    
2360,435 1021 1064 0 1784     
2361,134 0 1784 1785 1786     
2364,1079 0 1784 1785 1786    
2377,2105 0 1784 1785 1786    
2378,484 0 1785 1786 1787     
2383,1024 747 0 1783 1784     
2395,911 1166 1000 123 126    
2403,98 908 162 2101 997      
2406,2185 1401 0 1784 1785    
2411,1351 56 2014 0 1785      
2425,1354 120 2628 253 817    
2430,817 672 1764 1784 1785   
2441,554 672 475 103 1409     
2455,672 0 1785 1786 1787     
2458,454 1892 0 1785 1786     
2467,789 189 1024 2457 740    
2468,66 2345 253 1764 1784    
2469,66 682 31 0 1785         
2490,1040 0 1784 1785 1786    
2493,1347 672 0 1785 1786     
2497,436 426 0 1784 1785      
2515,1063 784 663 672 1403    
2517,672 0 1785 1786 1787     
2519,121 962 825 837 934      
2524,672 0 1785 1786 1787     
2526,672 2146 1784 1785 1786  
2533,751 0 1785 1786 1787     
2536,1167 0 1784 1785 1786    
2537,1177 108 0 1785 1786     
2547,1409 672 0 1785 1786     
2555,1071 0 1784 1785 1786    
2570,672 0 1785 1786 1787     
2578,129 1107 91 2221 205     
2584,672 0 1785 1786 1787     
2592,1884 1784 1785 1786 1787 
2603,672 1136 237 1124 1138   
2607,954 0 1784 1785 1786     
2617,2195 1187 138 90 0       
2620,424 2020 2250 0 1784     
2621,434 1907 1438 678 475    
2625,751 755 820 2509 1784    
2634,82 111 1784 1785 1786    
2640,1046 13 926 0 1784       
2654,422 426 448 430 20       
2671,685 0 1785 1786 1787     
2677,672 232 1948 1782 1783   
2682,672 0 1785 1786 1787     
2690,188 1783 1784 1785 1786  
2693,819 818 0 1784 1785      
2707,230 672 881 1785 1786    
2708,140 0 1784 1785 1786     
2711,424 672 43 1046 421      
2729,751 0 1785 1786 1787     
2736,2104 424 422 0 1785      
2737,160 954 59 672 1786      
2738,663 997 58 0 1785        
2740,2035 0 1784 1785 1786    
2742,1122 2076 2239 238 1065  
2761,46 995 0 1784 1785       
2782,2003 0 1784 1785 1786    
2784,2003 0 1784 1785 1786    
2785,553 1473 799 938 2262    
2786,1017 0 1784 1785 1786    
2797,103 1262 602 0 1784      
2804,2104 66 2488 882 1884    
2813,672 0 1785 1786 1787     
2819,761 765 817 120 138      
2824,127 1446 443 1666 830    
2832,424 0 1784 1785 1786     
2833,2373 672 1784 1785 1786  
2838,428 1899 134 789 1787    
2854,1450 0 1784 1785 1786    
2856,1424 1783 1784 1785 1786 
2861,134 688 444 163 1914     
2862,893 0 1785 1786 1787     
2864,1530 163 1784 1785 1786  
2875,838 2332 1068 157 193    
2905,163 0 1784 1785 1786     
2911,103 1783 1784 1785 1786  
2914,672 1409 663 900 1797    
2918,253 2551 0 1784 1785     
2925,1966 0 1784 1785 1786    
2932,672 0 1785 1786 1787     
2935,1035 66 1382 178 1930    
2937,1424 1783 1784 1785 1786 
2947,2050 0 1784 1785 1786    
2958,1668 547 672 663 901     
2960,1355 0 1784 1785 1786    
2963,1213 113 2124 1183 559   
2964,1017 0 1784 1785 1786    
2965,134 108 0 1785 1786      
2966,672 0 1785 1786 1787     
2968,213 690 2551 2548 0      
2975,1409 674 672 2016 1050   
2982,123 1784 1785 1786 1787  
2983,1063 0 1784 1785 1786    
2987,163 1063 64 234 1784     
3010,1424 200 197 1382 1238   
3019,886 672 486 1266 1785    
3025,1354 0 1784 1785 1786    
3028,1450 237 0 1785 1786     
3043,918 0 1784 1785 1786     
3050,130 113 0 1785 1786      
3060,1476 0 1784 1785 1786    
3061,799 56 971 1433 684      
3063,1119 1058 163 826 1361   
3069,970 200 0 1786 1787      
3081,1291 672 1070 1784 1785  
3087,1517 1608 2130 1518 1521 
3094,1000 1469 1785 1786 1787 
3095,672 663 1785 1786 1787   
3099,789 784 840 738 783      
3100,2266 0 1783 1784 1785    
3101,1107 450 1785 1786 1787  
3102,2105 672 678 1785 1786   
3106,547 672 480 901 1786     
3107,435 1328 421 1291 480    
3108,696 0 1785 1786 1787     
3117,2050 0 1784 1785 1786    
3124,108 784 675 135 122      
3142,672 1409 901 1766 1785   
3159,1251 2050 0 1784 1785    
3163,672 0 1785 1786 1787     
3164,134 0 1784 1785 1786     
3168,1939 0 1784 1785 1786    
3171,672 0 1785 1786 1787     
3173,672 0 1785 1786 1787     
3175,428 0 1784 1785 1786     
3189,134 0 1784 1785 1786     
3200,672 0 1785 1786 1787     
3207,1378 1366 56 2102 1766   
3208,1814 1187 88 73 0        
3221,138 695 0 1786 1787      
3228,882 838 1799 1784 1785   
3233,672 0 1785 1786 1787     
3234,1257 1783 1784 1785 1786 
3237,672 503 504 1786 1787    
3239,793 0 1785 1786 1787     
3250,430 123 2387 1238 1899   
3251,163 0 1784 1785 1786     
3254,424 0 1784 1785 1786     
3259,2239 0 1784 1785 1786    
3260,424 0 1784 1785 1786     
3264,1966 1949 422 440 1959   
3265,873 422 2104 421 431     
3273,167 1784 1785 1786 1787  
3281,1629 126 1000 1820 1785  
3286,108 119 0 1785 1786      
3287,1816 0 1784 1785 1786    
3288,15 163 1409 0 1785       
3290,32 1409 0 1785 1786      
3292,672 901 1764 1784 1785   
3310,950 134 0 1785 1786      
3317,753 749 0 1783 1784      
3320,2081 0 1784 1785 1786    
3323,1409 253 0 1783 1784     
3327,1409 672 478 1785 1786   
3331,1180 0 1784 1785 1786    
3335,66 56 0 1784 1785        
3345,452 0 1785 1786 1787     
3351,827 1785 1786 1787 1788  
3373,192 2004 0 1784 1785     
3379,906 1058 2183 125 1785   
3380,96 129 95 672 1799       
3383,504 1272 1785 1786 1787  
3386,672 965 1764 1785 1786   
3388,123 121 1532 2208 672    
3389,567 561 0 1786 1787      
3397,44 0 1784 1785 1786      
3409,461 663 459 1438 1253    
3423,687 66 1750 1784 1785    
3433,206 0 1784 1785 1786     
3437,1284 196 0 1785 1786     
3443,121 0 1784 1785 1786     
3463,503 1273 1785 1786 1787  
3474,1296 0 1784 1785 1786    
3478,672 663 901 1767 1786    
3494,480 110 66 163 1888      
3495,110 0 1784 1785 1786     
3500,253 0 1784 1785 1786     
3502,203 0 1784 1785 1786     
3507,198 1103 200 672 901     
3508,1450 134 163 901 1785    
3518,977 835 0 1785 1786      
3521,455 1023 0 1785 1786     
3524,1930 0 1784 1785 1786    
3525,499 0 1785 1786 1787     
3535,1056 1124 698 239 910    
3536,2237 0 1784 1785 1786    
3542,171 1454 1658 0 1785     
3544,1901 793 0 1785 1786     
3552,1409 672 160 103 695     
3555,235 1952 0 1784 1785     
3556,922 921 672 1682 1785    
3564,105 672 103 164 875      
3566,789 0 1785 1786 1787     
3569,825 120 1059 1100 680    
3577,1294 696 695 0 1785      
3579,771 2040 171 912 0       
3585,163 772 0 1785 1786      
3588,499 14 0 1785 1786       
3595,239 1668 1784 1785 1786  
3596,110 1892 0 1785 1786     
3598,672 0 1785 1786 1787     
3600,672 0 1785 1786 1787     
3602,170 901 1249 2137 1838   
3608,1409 163 1899 553 901    
3618,784 0 1785 1786 1787     
3621,882 1769 0 1785 1786     
3623,789 120 826 0 1787       
3624,771 1941 0 1784 1785     
3629,160 486 672 901 2193     
3633,1084 0 1784 1785 1786    
3634,66 0 1784 1785 1786      
3635,906 0 1784 1785 1786     
3638,40 1784 1785 1786 1787   
3645,672 124 108 2269 2148    
3647,108 770 864 898 825      
3649,253 0 1784 1785 1786     
3658,672 0 1785 1786 1787     
3664,424 901 421 1409 663     
3666,163 1248 0 1784 1785     
3674,2200 1783 1784 1785 1786 
3677,553 1039 0 1785 1786     
3692,1049 995 2183 672 1766   
3694,1971 1784 1785 1786 1787 
3699,2092 0 1784 1785 1786    
3706,672 0 1785 1786 1787     
3726,1473 0 1784 1785 1786    
3728,672 1409 424 1759 1750   
3734,1009 446 440 820 777     
3735,103 901 1396 1783 1784   
3744,1213 1784 1785 1786 1787 
3761,826 0 1785 1786 1787     
3767,486 146 1110 1892 444    
3773,672 901 554 1799 1785    
3777,672 0 1785 1786 1787     
3784,1505 493 0 1785 1786     
3786,1670 1872 1033 1627 1709 
3791,747 0 1785 1786 1787     
3793,1315 0 1784 1785 1786    
3797,110 0 1784 1785 1786     
3806,912 1171 0 1783 1784     
3816,672 44 46 72 1409        
3821,1533 493 0 1784 1785     
3825,2231 2101 164 2229 786   
3831,127 110 1785 1786 1787   
3832,2105 905 113 824 2238    
3834,977 2288 1666 1619 1409  
3836,1819 0 1784 1785 1786    
3851,1245 66 1114 1888 678    
3855,911 126 123 134 135      
3859,827 2078 672 1039 904    
3883,163 1111 1784 1785 1786  
3884,672 775 1798 1783 1784   
3889,2201 1107 675 2107 672   
3895,1171 912 0 1783 1784     
3899,84 756 178 551 1453      
3914,2232 784 1785 1786 1787  
3918,1558 0 1784 1785 1786    
3919,163 1063 0 1784 1785     
3924,795 1407 911 1784 1785   
3925,1382 1784 1785 1786 1787 
3927,40 134 2274 9 1914       
3928,672 207 206 134 1301     
3934,793 0 1785 1786 1787     
3936,1817 1077 47 1453 80     
3942,427 0 1784 1785 1786     
3950,6 883 2271 1434 2003     
3961,1040 120 672 103 1786    
3976,237 0 1784 1785 1786     
3980,461 1785 1786 1787 1788  
3984,2123 108 663 0 1786      
3992,21 0 1783 1784 1785      
4002,674 1478 672 1899 1785   
4003,2123 0 1784 1785 1786    
4007,688 475 189 192 1039     
4013,1244 142 0 1785 1786     
4022,1040 2216 977 2192 0     
4024,672 108 1294 775 900     
4032,1272 503 498 1785 1786   
4033,672 674 1784 1785 1786   
4048,1190 672 459 1799 1785   
4051,1039 444 427 0 1786      
4052,253 0 1784 1785 1786     
4057,749 2332 0 1784 1785     
4060,672 663 2059 2287 1785   
4064,1899 553 672 53 784      
4081,170 695 200 1799 1785    
4084,747 231 0 1783 1784      
4091,784 206 0 1785 1786      
4113,1170 753 751 163 1058    
4116,2105 0 1784 1785 1786    
4122,775 774 867 1380 813     
4124,1024 0 1783 1784 1785    
4141,1017 0 1784 1785 1786    
4162,61 20 66 57 1050         
4170,120 675 672 818 450      
4178,672 1064 433 430 426     
4180,2235 2187 109 0 1785     
4193,826 0 1785 1786 1787     
4194,1892 0 1784 1785 1786    
4209,784 0 1785 1786 1787     
4217,1256 1837 1783 1784 1785 
4221,873 1377 0 1786 1787     
4222,1351 1409 1899 1170 1357 
4253,253 0 1784 1785 1786     
4255,127 2158 1424 1801 1785  
4279,120 0 1784 1785 1786     
4283,674 0 1785 1786 1787     
4296,672 0 1785 1786 1787     
4297,1219 687 46 0 1785       
4301,1355 1006 119 1784 1785  
4304,126 1784 1785 1786 1787  
4305,253 0 1784 1785 1786     
4315,1171 1784 1785 1786 1787 
4319,455 0 1785 1786 1787     
4322,1892 119 0 1785 1786     
4328,674 2016 1370 0 1784     
4334,202 195 169 1231 164     
4338,552 753 0 1785 1786      
4345,1040 675 906 2286 0      
4347,672 0 1785 1786 1787     
4356,1067 108 0 1784 1785     
4373,900 811 158 1893 1420    
4375,669 1785 1786 1787 1788  
4376,912 108 1914 900 107     
4378,672 0 1785 1786 1787     
4381,237 0 1784 1785 1786     
4394,672 0 1785 1786 1787     
4420,1941 0 1784 1785 1786    
4426,2422 0 1783 1784 1785    
4427,600 0 1785 1786 1787     
4433,1988 2007 0 1782 1783    
4435,6 5 1285 2148 2106       
4437,1167 0 1784 1785 1786    
4456,1401 435 2149 2185 1266  
4460,111 0 1784 1785 1786     
4465,1213 1784 1785 1786 1787 
4468,672 0 1785 1786 1787     
4470,40 1784 1785 1786 1787   
4479,1017 0 1784 1785 1786    
4496,663 672 457 113 1787     
4498,553 0 1785 1786 1787     
4509,177 1784 1785 1786 1787  
4518,956 937 0 1784 1785      
4536,776 1409 0 1784 1785     
4546,672 163 135 1302 1948    
4551,784 0 1785 1786 1787     
4552,2551 0 1783 1784 1785    
4559,873 440 1066 1039 827    
4567,434 1409 1064 663 450    
4573,253 75 1783 1784 1785    
4574,672 1064 1784 1785 1786  
4575,2637 0 1783 1784 1785    
4579,452 1409 1170 678 156    
4583,912 1423 0 1784 1785     
4584,663 673 674 0 1785       
4592,1396 0 1784 1785 1786    
4603,427 0 1784 1785 1786     
4619,1171 1382 1084 1401 1336 
4621,705 0 1785 1786 1787     
4639,160 239 8 144 454        
4646,160 695 0 1785 1786      
4657,750 0 1785 1786 1787     
4658,444 0 1785 1786 1787     
4666,455 672 154 1786 1787    
4670,882 129 66 900 2066      
4671,917 253 0 1784 1785      
4672,424 0 1784 1785 1786     
4674,672 66 789 695 982       
4679,1049 0 1784 1785 1786    
4680,66 4 2559 0 1783         
4683,882 134 170 1914 1787    
4685,1026 163 672 901 1466    
4686,2130 0 1784 1785 1786    
4699,27 57 0 1785 1786        
4700,504 1167 1785 1786 1787  
4703,66 0 1784 1785 1786      
4704,1446 1783 1784 1785 1786 
4709,934 2568 0 1784 1785     
4717,672 0 1785 1786 1787     
4718,1251 2514 225 1466 688   
4726,66 46 882 1785 1786      
4735,672 0 1785 1786 1787     
4742,826 0 1785 1786 1787     
4752,200 672 779 369 2491     
4758,85 253 467 1351 462      
4759,103 163 126 672 253      
4765,1442 1105 2403 0 1783    
4771,235 493 20 1327 1289     
4774,54 0 1784 1785 1786      
4777,553 904 421 486 901      
4784,57 0 1784 1785 1786      
4789,163 162 474 1479 1339    
4800,672 663 1785 1786 1787   
4816,672 0 1785 1786 1787     
4821,108 133 0 1785 1786      
4824,672 663 770 1409 1785    
4827,248 799 2104 1785 1786   
4830,672 0 1785 1786 1787     
4859,163 2193 444 672 421     
4879,1413 740 1941 1532 2574  
4882,1272 0 1784 1785 1786    
4883,695 103 422 1565 2299    
4889,931 1409 1000 0 1783     
4891,830 0 1785 1786 1787     
4895,1058 138 1213 838 207    
4898,253 0 1784 1785 1786     
4899,146 962 827 1800 1785    
4900,1361 462 901 865 0       
4912,784 162 1347 119 750     
4914,1070 0 1784 1785 1786    
4924,2048 977 0 1785 1786     
4932,1089 2570 1467 168 1766  
4936,793 1017 750 663 1409    
4941,452 1039 0 1785 1786     
4953,1965 1948 672 1783 1784  
4956,493 0 1785 1786 1787     
4966,478 0 1785 1786 1787     
4974,1378 1067 2195 253 1024  
4983,1649 593 1291 0 1784     
4989,103 1783 1784 1785 1786  
4991,672 440 435 873 426      
4993,672 1346 0 1785 1786     
4994,756 0 1785 1786 1787     
4995,2187 0 1784 1785 1786    
5009,553 0 1785 1786 1787     
5015,197 1609 1746 1596 873   
5026,672 674 135 1785 1786    
5027,28 0 1784 1785 1786      
5028,1233 0 1784 1785 1786    
5030,672 1409 0 1785 1786     
5031,557 0 1785 1786 1787     
5036,1241 1068 1059 1783 1784 
5044,253 1017 1783 1784 1785  
5047,1874 0 1784 1785 1786    
5051,672 0 1785 1786 1787     
5054,830 0 1785 1786 1787     
5059,101 486 160 1733 1909    
5061,66 56 0 1784 1785        
5065,1166 135 553 120 672     
5067,1378 1063 163 0 1785     
5075,132 66 0 1784 1785       
5077,435 444 672 817 866      
5078,66 977 424 134 152       
5087,1453 2003 0 1784 1785    
5095,237 113 0 1785 1786      
5096,163 433 192 1006 136     
5106,138 1213 156 0 1787      
5107,234 2107 1784 1785 1786  
5116,102 1248 1909 1448 98    
5124,672 1080 1668 426 1627   
5127,148 429 426 1669 486     
5133,1616 997 8 723 672       
